depth_mm,age_calBP,d18OcarbVPDB
833.626,5674.52,-9.59
833.661,5674.77,-9.35
833.696,5675.02,-9.23
833.731,5675.27,-9.10
833.766,5675.52,-9.34
833.801,5675.77,-9.24
833.836,5676.02,-9.16
833.871,5676.27,-9.10
833.906,5676.52,-9.34
833.941,5676.77,-9.14
833.976,5677.02,-9.30
834.011,5677.27,-9.31
834.046,5677.52,-9.29
834.081,5677.77,-9.15
834.116,5678.02,-9.23
834.151,5678.27,-9.08
834.186,5678.52,-9.22
834.221,5678.77,-9.41
834.256,5679.02,-9.33
834.291,5679.27,-9.38
834.326,5679.52,-9.44
834.361,5679.77,-9.30
834.396,5680.02,-9.28
834.431,5680.27,-9.40
834.466,5680.52,-9.25
834.501,5680.77,-9.52
834.536,5681.02,-9.33
834.571,5681.27,-9.49
834.606,5681.52,-9.20
834.641,5681.77,-9.24
834.676,5682.02,-9.25
834.711,5682.27,-9.43
834.746,5682.52,-9.35
834.781,5682.77,-9.28
834.816,5683.02,-9.45
834.851,5683.27,-9.39
834.886,5683.52,-9.43
834.921,5683.77,-9.24
834.956,5684.02,-9.31
834.991,5684.27,-9.37
835.026,5684.52,-9.38
835.061,5684.77,-9.39
835.096,5685.02,-9.39
835.131,5685.27,-9.23
835.166,5685.52,-9.20
835.201,5685.77,-9.44
835.236,5686.02,-9.36
835.271,5686.27,-9.39
835.306,5686.52,-9.21
835.341,5686.77,-9.27
835.376,5687.02,-9.39
835.411,5687.27,-9.26
835.446,5687.52,-9.33
835.481,5687.77,-9.20
835.516,5688.02,-9.25
835.551,5688.27,-9.40
835.586,5688.52,-9.40
835.621,5688.77,-9.51
835.656,5689.02,-9.17
835.691,5689.27,-9.37
835.726,5689.52,-9.39
835.761,5689.77,-9.35
835.796,5690.02,-9.30
835.831,5690.27,-9.40
835.866,5690.52,-9.35
835.901,5690.77,-9.42
835.936,5691.02,-9.30
835.971,5691.27,-9.38
836.006,5691.52,-9.38
836.041,5691.77,-9.37
836.076,5692.02,-9.40
836.111,5692.27,-9.41
836.146,5692.52,-9.38
836.181,5692.77,-9.38
836.216,5693.02,-9.38
836.251,5693.27,-9.45
836.286,5693.52,-9.42
836.321,5693.77,-9.59
836.356,5694.02,-9.45
836.391,5694.27,-9.41
836.426,5694.52,-9.45
836.461,5694.77,-9.43
836.496,5695.02,-9.33
836.531,5695.27,-9.40
836.566,5695.52,-9.43
836.601,5695.77,-9.41
836.636,5696.02,-9.37
836.671,5696.27,-9.41
836.706,5696.52,-9.56
836.741,5696.77,-9.42
836.776,5697.02,-9.65
836.811,5697.27,-9.43
836.846,5697.52,-9.36
836.881,5697.77,-9.44
836.916,5698.02,-9.40
836.951,5698.27,-9.36
836.986,5698.52,-9.43
837.021,5698.77,-9.60
837.056,5699.02,-9.29
837.091,5699.27,-9.28
837.126,5699.52,-9.46
837.161,5699.77,-9.44
837.196,5700.02,-9.28
837.231,5700.27,-9.24
837.266,5700.52,-9.30
837.301,5700.77,-9.39
837.336,5701.02,-9.25
837.371,5701.27,-9.32
837.406,5701.52,-9.30
837.441,5701.77,-9.29
837.476,5702.02,-9.31
837.511,5702.27,-9.30
837.546,5702.52,-9.29
837.581,5702.77,-9.35
837.616,5703.02,-9.39
837.651,5703.27,-9.41
837.686,5703.52,-9.31
837.721,5703.77,-9.31
837.756,5704.02,-9.21
837.791,5704.27,-9.24
837.826,5704.52,-9.34
837.861,5704.77,-9.37
837.896,5705.02,-9.40
837.931,5705.27,-9.40
837.966,5705.52,-9.46
838.001,5705.77,-9.73
838.036,5706.02,-9.66
838.071,5706.27,-9.59
838.106,5706.52,-9.52
838.141,5706.77,-9.59
838.176,5707.02,-9.51
838.211,5707.27,-9.57
838.246,5707.52,-9.43
838.281,5707.77,-9.47
838.316,5708.02,-9.50
940.150,6583.78,-9.15
940.200,6584.18,-9.25
940.250,6584.58,-9.13
940.300,6584.98,-9.47
940.350,6585.38,-9.24
940.400,6585.78,-9.38
940.450,6586.18,-9.27
940.500,6586.58,-9.32
940.550,6586.98,-9.28
940.600,6587.38,-9.23
940.650,6587.78,-9.33
940.700,6588.18,-9.25
940.750,6588.58,-9.42
940.800,6588.98,-9.35
940.850,6589.38,-9.31
940.900,6589.78,-9.24
940.950,6590.18,-9.42
941.000,6590.58,-9.29
941.050,6590.98,-9.32
941.100,6591.38,-9.37
941.150,6591.78,-9.33
941.200,6592.18,-9.40
941.250,6592.58,-9.35
941.300,6592.98,-9.26
941.350,6593.38,-9.22
941.400,6593.78,-9.43
941.450,6594.18,-9.42
941.500,6594.58,-9.43
941.550,6594.98,-9.34
941.600,6595.38,-9.46
941.650,6595.78,-9.29
941.700,6596.18,-9.36
941.750,6596.58,-9.46
941.800,6596.98,-9.46
941.850,6597.38,-9.37
941.900,6597.78,-9.31
941.950,6598.18,-9.39
942.000,6598.58,-9.34
942.050,6598.98,-9.37
942.100,6599.38,-9.33
942.150,6599.78,-9.39
942.200,6600.18,-9.32
942.250,6600.58,-9.34
942.300,6600.98,-9.43
942.350,6601.38,-9.41
942.400,6601.78,-9.45
942.450,6602.18,-9.42
942.500,6602.58,-9.41
942.550,6602.98,-9.38
942.600,6603.38,-9.19
942.650,6603.78,-9.36
942.700,6604.18,-9.38
942.750,6604.58,-9.48
942.800,6604.98,-9.30
942.850,6605.38,-9.27
942.900,6605.78,-9.40
942.950,6606.18,-9.44
943.000,6606.58,-9.45
943.050,6606.98,-9.37
943.100,6607.38,-9.47
943.150,6607.78,-9.42
943.200,6608.18,-9.38
943.250,6608.58,-9.30
943.300,6608.98,-9.32
943.350,6609.38,-9.29
943.400,6609.78,-9.32
943.450,6610.18,-9.45
943.500,6610.58,-9.31
943.550,6610.98,-9.44
943.600,6611.38,-9.33
943.650,6611.78,-9.29
943.700,6612.18,-9.28
943.750,6612.58,-9.47
943.800,6612.98,-9.29
943.850,6613.38,-9.38
943.900,6613.78,-9.42
943.950,6614.18,-9.31
944.000,6614.58,-9.30
944.050,6614.98,-9.37
944.100,6615.38,-9.39
944.150,6615.78,-9.41
944.200,6616.18,-9.42
944.250,6616.58,-9.39
944.300,6616.98,-9.35
944.350,6617.38,-9.38
944.400,6617.78,-9.32
944.450,6618.18,-9.36
944.500,6618.58,-9.38
944.550,6618.98,-9.32
944.600,6619.38,-9.43
944.650,6619.78,-9.37
944.700,6620.18,-9.40
944.750,6620.58,-9.42
944.800,6620.98,-9.35
944.850,6621.38,-9.22
944.900,6621.78,-9.28
944.950,6622.18,-9.41
945.000,6622.58,-9.42
945.050,6622.98,-9.35
945.100,6623.38,-9.34
945.150,6623.78,-9.40
945.200,6624.18,-9.30
945.250,6624.58,-9.38
945.300,6624.98,-9.45
945.350,6625.38,-9.23
945.400,6625.78,-9.28
945.450,6626.18,-9.31
945.500,6626.58,-9.42
945.550,6626.98,-9.41
945.600,6627.38,-9.42
945.650,6627.78,-9.28
945.700,6628.18,-9.42
945.750,6628.58,-9.38
945.800,6628.98,-9.21
945.850,6629.38,-9.24
945.900,6629.78,-9.13
945.950,6630.18,-9.35
946.000,6630.58,-9.28
946.050,6630.98,-9.37
946.100,6631.38,-9.19
946.150,6631.78,-9.34
946.200,6632.18,-9.33
946.250,6632.58,-9.14
946.300,6632.98,-9.24
946.350,6633.38,-9.15
946.400,6633.78,-9.13
946.450,6634.18,-9.21
946.500,6634.58,-9.19
946.550,6634.98,-9.07
946.600,6635.38,-9.10
946.650,6635.78,-9.07
946.700,6636.18,-9.10
946.750,6636.58,-9.09
946.800,6636.98,-9.30
946.850,6637.38,-9.16
946.900,6637.78,-9.17
946.950,6638.18,-9.29
947.000,6638.58,-9.22
947.050,6638.98,-9.31
947.100,6639.38,-9.12
947.150,6639.78,-9.25
947.200,6640.18,-9.27
947.250,6640.58,-9.06
947.300,6640.98,-9.16
947.350,6641.38,-9.27
947.400,6641.78,-9.19
947.450,6642.18,-9.17
947.500,6642.58,-9.20
947.550,6642.98,-9.09
947.600,6643.38,-9.14
947.650,6643.78,-9.00
947.700,6644.18,-9.16
947.750,6644.58,-8.90
947.800,6644.98,-9.01
947.850,6645.38,-8.96
947.900,6645.78,-8.96
947.950,6646.18,-8.97
948.000,6646.58,-9.11
948.050,6646.98,-9.05
948.100,6647.38,-9.13
948.150,6647.78,-9.08
948.200,6648.18,-9.12
948.250,6648.58,-9.02
948.300,6648.98,-9.11
948.350,6649.38,-9.06
948.400,6649.78,-9.03
948.450,6650.18,-9.10
948.500,6650.58,-9.09
948.550,6650.98,-9.01
948.600,6651.38,-9.07
948.650,6651.78,-9.04
948.700,6652.18,-9.02
948.750,6652.58,-9.06
948.800,6652.98,-9.11
948.850,6653.38,-9.06
948.900,6653.78,-9.17
948.950,6654.18,-8.94
949.000,6654.58,-9.29
949.050,6654.98,-9.30
949.100,6655.38,-9.08
949.150,6655.78,-9.12
949.200,6656.18,-9.33
949.250,6656.58,-9.22
949.300,6656.98,-9.19
949.350,6657.38,-9.05
949.400,6657.78,-9.24
949.450,6658.18,-9.21
949.500,6658.58,-9.09
949.550,6658.98,-9.23
949.600,6659.38,-9.28
949.650,6659.78,-9.21
949.700,6660.18,-9.10
949.750,6660.58,-9.21
949.800,6660.98,-9.14
949.850,6661.38,-9.23
949.900,6661.78,-9.09
949.950,6662.18,-9.11
950.000,6662.58,-9.17
950.050,6662.98,-8.93
950.100,6663.38,-9.01
950.150,6663.78,-8.99
950.200,6664.18,-9.10
950.250,6664.58,-9.15
950.300,6664.98,-9.11
950.350,6665.38,-9.17
950.400,6665.78,-9.00
950.450,6666.18,-9.10
950.500,6666.58,-9.10
950.550,6666.98,-9.11
950.600,6667.38,-9.02
950.650,6667.78,-9.08
950.700,6668.18,-8.99
950.750,6668.58,-9.26
950.800,6668.98,-9.27
950.850,6669.38,-9.17
950.900,6669.78,-9.02
950.950,6670.18,-8.99
951.000,6670.58,-9.09
951.050,6670.98,-9.04
951.100,6671.38,-9.07
951.150,6671.78,-8.96
951.200,6672.18,-9.12
951.250,6672.58,-9.15
951.300,6672.98,-9.16
951.350,6673.38,-9.07
951.400,6673.78,-9.03
951.450,6674.18,-9.05
951.500,6674.58,-9.25
951.550,6674.98,-9.26
951.600,6675.38,-9.23
951.650,6675.78,-9.26
951.700,6676.18,-9.31
951.750,6676.58,-9.18
951.800,6676.98,-9.07
951.850,6677.38,-9.11
951.900,6677.78,-9.15
951.950,6678.18,-9.14
952.000,6678.58,-9.07
952.050,6678.98,-9.19
952.100,6679.38,-9.23
952.150,6679.78,-9.02
952.200,6680.18,-9.16
952.250,6680.58,-9.19
952.300,6680.98,-9.24
952.350,6681.38,-9.23
952.400,6681.78,-9.16
952.450,6682.18,-9.08
952.500,6682.58,-9.17
952.550,6682.98,-9.12
952.600,6683.38,-9.18
952.650,6683.78,-9.19
952.700,6684.18,-9.25
952.750,6684.58,-9.15
952.800,6684.98,-9.21
952.850,6685.38,-9.06
952.900,6685.78,-9.23
952.950,6686.18,-9.39
953.000,6686.58,-9.32
953.050,6686.98,-9.29
953.100,6687.38,-9.45
953.150,6687.78,-9.26
953.200,6688.18,-9.30
953.250,6688.58,-9.19
953.300,6688.98,-9.12
953.350,6689.38,-9.11
953.400,6689.78,-9.17
953.450,6690.18,-9.19
953.500,6690.58,-9.35
953.550,6690.98,-9.23
953.600,6691.38,-9.23
953.650,6691.78,-9.30
953.700,6692.18,-9.35
953.750,6692.58,-9.41
953.800,6692.98,-9.43
953.850,6693.38,-9.34
953.900,6693.78,-9.50
953.950,6694.18,-9.43
954.000,6694.58,-9.40
954.050,6694.98,-9.28
954.100,6695.38,-9.27
954.150,6695.78,-9.45
954.200,6696.18,-9.41
954.250,6696.58,-9.51
954.300,6696.98,-9.39
954.350,6697.38,-9.48
954.400,6697.78,-9.38
954.450,6698.18,-9.37
954.500,6698.58,-9.32
954.550,6698.98,-9.26
954.600,6699.38,-9.28
954.650,6699.78,-9.32
954.700,6700.18,-9.38
954.750,6700.58,-9.30
954.800,6700.98,-9.29
954.850,6701.38,-9.32
954.900,6701.78,-9.27
954.950,6702.18,-9.30
955.000,6702.58,-9.31
955.050,6702.98,-9.22
955.100,6703.38,-9.30
955.150,6703.78,-9.30
955.200,6704.18,-9.24
955.250,6704.58,-9.23
955.300,6704.98,-9.19
955.350,6705.38,-9.13
955.400,6705.78,-9.22
955.450,6706.18,-9.18
955.500,6706.58,-9.22
955.550,6706.98,-9.23
955.600,6707.38,-9.02
955.650,6707.78,-9.16
955.700,6708.18,-9.22
955.750,6708.58,-9.19
955.800,6708.98,-9.13
955.850,6709.38,-9.28
955.900,6709.78,-9.32
955.950,6710.18,-9.38
956.000,6710.58,-9.38
956.050,6710.98,-9.35
956.100,6711.38,-9.51
956.150,6711.78,-9.41
956.200,6712.18,-9.24
956.250,6712.58,-9.10
956.300,6712.98,-9.09
956.350,6713.38,-8.83
956.400,6713.78,-8.82
956.450,6714.18,-8.90
956.500,6714.58,-8.97
956.550,6714.98,-8.80
956.600,6715.38,-8.79
956.650,6715.78,-8.87
956.700,6716.18,-8.91
956.750,6716.58,-8.91
956.800,6716.98,-8.93
956.850,6717.38,-9.06
956.900,6717.78,-9.19
956.950,6718.18,-9.11
957.000,6718.58,-9.16
957.050,6718.98,-9.16
957.100,6719.38,-9.15
957.150,6719.78,-9.14
957.200,6720.18,-9.22
957.250,6720.58,-9.26
957.300,6720.98,-9.28
957.350,6721.38,-9.35
957.400,6721.78,-9.25
957.450,6722.18,-9.27
957.500,6722.58,-9.28
957.550,6722.98,-9.24
957.600,6723.38,-9.35
957.650,6723.78,-9.24
957.700,6724.18,-9.42
957.750,6724.58,-9.31
957.800,6724.98,-9.32
957.850,6725.38,-9.35
957.900,6725.78,-9.30
957.950,6726.18,-9.37
958.000,6726.58,-9.40
958.050,6726.98,-9.41
958.100,6727.38,-9.31
958.150,6727.78,-9.28
958.200,6728.18,-9.38
958.250,6728.58,-9.39
958.300,6728.98,-9.37
958.350,6729.38,-9.29
958.400,6729.78,-9.21
958.450,6730.18,-9.25
958.500,6730.58,-9.25
958.550,6730.98,-9.25
958.600,6731.38,-9.31
958.650,6731.78,-9.21
958.700,6732.18,-9.37
958.750,6732.58,-9.25
958.800,6732.98,-9.25
958.850,6733.38,-9.28
958.900,6733.78,-9.22
958.950,6734.18,-9.16
959.000,6734.58,-8.94
959.050,6734.98,-9.24
959.100,6735.38,-9.21
959.150,6735.78,-9.31
959.200,6736.18,-9.21
959.250,6736.58,-9.22
959.300,6736.98,-9.09
959.350,6737.38,-9.25
959.400,6737.78,-9.20
959.450,6738.18,-9.07
959.500,6738.58,-9.10
959.550,6738.98,-9.22
959.600,6739.38,-9.18
959.650,6739.78,-9.14
959.700,6740.18,-9.07
959.750,6740.58,-9.29
959.800,6740.98,-9.17
