# Brown's Cave, Florida Mid-Holocene Speleothem Stable Isotope Data 
#----------------------------------------------------------------------- 
#                World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------------------------- 
# Template Version 2.0
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/20612 
# Online_Resource: http://www1.ncdc.noaa.gov/pub/data/paleo/speleothem/northamerica/usa/florida/browns2017iso.txt
#
# Original_Source_URL: 
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Speleothems
#
# Parameter_Keywords: oxygen isotopes, carbon isotopes 
#--------------------
# Contribution_Date
#	Date: 2016-10-14
#--------------------
# Title
#	Study_Name: Brown's Cave, Florida Mid-Holocene Speleothem Stable Isotope Data 
#--------------------
# Investigators
# 	Investigators: Pollock, A.L.; van Beynen, P.E.; DeLong, K.L.; Polyak, V.; Asmerom, Y.
#--------------------
# Description_and_Notes
#	Description: Speleothem stable isotope (d13C and d18O) data from stalagmite BC01-07 collected in Brown's cave, 
#	central Florida, for the mid-Holocene (6.6 - 4.6 KYrBP).  The calcite speleothem was sampled at 100 um resolution 
#	down its c-axis for carbon and oxygen isotope analysis. 
#--------------------
# Publication 
#	Authors: Pollock, A.L., P.E. van Beynen, K.L. DeLong, V. Polyak and Y. Asmerom
#	Published_Date_or_Year: 2017
#	Published_Title: A Speleothem-based mid-Holocene precipitation reconstruction for West-Central Florida
#	Journal_Name: The Holocene
#	Volume: in press
#	Edition: 
#	Issue: 
#	Pages: 
#	Report_Number: 
#	DOI: 
#	Online_Resource: 
#	Full_Citation: 
#	Abstract: The mid-Holocene is a period of warmer temperatures relative to those for most of this current interglacial. It possessed a weak latitudinal temperature gradient which is similar to what is expected in the coming decades. A changing gradient will impact climate teleconnections that have a significant effect on precipitation variability. Our window into the mid-Holocene climate is a high resolution (near-annual) stalagmite stable isotope-based paleoprecipitation record from Brown's Cave in West-Central Florida. An oxygen isotope (d18O) time-series tied to a uranium-series (U-series) chronology covers a 2,000-year period from 6.6 to 4.6 ka. To test the hypothesis of future drier climate, we compared our reconstruction to another speleothem derived precipitation record from our study area that spans the last 1,600 years. The comparison showed that the mid-Holocene was drier than the last 1.5 millennia. We posit the cause of this aridity was a westward expansion of the North Atlantic Subtropical High (NASH) coupled with changes in the planetary boundary layer in the Gulf of Mexico. Time series analysis of our oxygen isotopic record found little evidence of any teleconnections originating from the North Atlantic. We found no periodicity matching the North Atlantic Oscillation during the mid-Holocene. However, there is some indication of a weak, quasi-persistent oscillation within the temporal periodicity of the Atlantic Multidecadal Variability. 
#------------------
# Funding_Agency 
#	Funding_Agency_Name: US National Science Foundation
#	Grant: ATM-0823476 
#------------------
# Site_Information 
#	Site_Name: Brown's Cave
#	Location: North America>United States Of America>Florida
#	Country: United States Of America
#	Northernmost_Latitude: 22.8894
#	Southernmost_Latitude: 22.8894
#	Easternmost_Longitude: -82.5186
#	Westernmost_Longitude: -82.5186
#	Elevation:  m  
#------------------
# Data_Collection   
#	Collection_Name: Browns2017iso
#	Earliest_Year: 6603
#	Most_Recent_Year: 4626
#	Time_Unit: Cal. Year BP
#	Core_Length: m
#	Notes: 
#------------------
# Chronology_Information
#	Chronology: U/Th chronology using MC-IPC-MS
# 
# Depth (mm from top)	238U (pg/g)	232Th (pg/g)	230Th/232Th	d234Ui	230Th/238U	Uncorrected age 	Corrected age 
# 18	386.8±0.9	886.7±26.3	59.9±1.8	12.3±0.8	0.0449±0.0004	4956±45	4824±80
# 33	418.7±1.0	412.0±30.9	138.5±10.4	12.2±0.8	0.0446±0.0003	4920±38	4864±47
# 55	361.6±0.9	227.8±43.2	231.3±44.0	9.6±1.2	0.0477±0.0005	5284±61	5248±64
# 73	586.6±1.5	166.5±41.4	524.1±130.5	8.4±0.9	0.0487±0.0004	5404±45	5388±46
# 94	565.6±1.4	461.5±42.6	189.0±17.5	8.8±0.9	0.0505±0.0004	5602±46	5555±51
# 103	688.1±1.7	510.2±33.4	211.33±13.9	8.8±0.8	0.0513±0.0003	4696±36	5654±42
# 115	699.7±1.7	2410.7±32.5	48.9±0.7	9.2±0.7	0.0551±0.0004	6133±42	5934±108
# 133	1026.1±2.5	5969.4±30.5	30.9±0.2	9.8±0.6	0.0587±0.0003	6543±31	6207±170
# 147	926.7±2.2	1259.7±43.7	131.6±4.7	0.4±0.7	0.0585±0.0005	6583±52	6504±65
#  	
#----------------
# Variables 
#
# Data variables follow are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
## depth_mm	depth, , , mm, , , Distance from top of speleothem, ,N
## age_calBP	age, , , calendar years before present, , , , ,N
## d18OcarbVPDB	delta18O, calcium carbonate, , per mil VPDB, , speleothem, , ,N 
## d13CcarbVPDB	delta13C, calcium carbonate, , per mil VPDB, , speleothem, , ,N 
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values:  
#
depth_mm	age_calBP	d18OcarbVPDB	d13CcarbVPDB
89.4	5534.8	-3.88	-8.32
89.5	5536.0	-3.73	-8.29
89.6	5537.1	-3.58	-8.41
89.7	5538.3	-3.52	-8.29
89.8	5539.5	-3.66	-8.34
89.9	5540.6	-3.51	-8.51
90	5541.8	-3.62	-8.51
90.1	5543.0	-3.60	-8.36
90.2	5544.1	-3.54	-8.24
90.3	5545.3	-3.51	-8.07
90.4	5546.5	-3.29	-7.96
90.5	5547.7	-3.50	-7.98
90.6	5548.8	-3.32	-7.86
90.7	5550.0	-3.21	-7.58
90.8	5551.2	-3.27	-7.62
90.9	5552.4	-3.35	-7.67
91	5553.6	-3.17	-7.69
91.1	5554.7	-3.31	-7.79
91.2	5555.9	-3.07	-7.87
91.3	5557.1	-3.11	-8.04
91.4	5558.3	-3.27	-8.28
91.5	5559.5	-3.33	-8.18
91.6	5560.7	-3.29	-8.29
91.7	5561.8	-3.36	-8.23
91.8	5563.0	-3.18	-8.05
91.9	5564.2	-3.33	-8.20
92	5565.4	-3.17	-8.29
92.1	5566.6	-3.22	-8.20
92.2	5567.8	-3.35	-8.33
92.3	5569.0	-3.40	-8.20
92.4	5570.2	-3.39	-8.10
92.5	5571.4	-3.57	-8.09
92.6	5572.6	-3.48	-8.17
92.7	5573.8	-3.88	-8.16
92.8	5575.0	-3.75	-8.21
92.9	5576.2	-3.65	-8.02
93	5577.4	-3.83	-8.11
93.1	5578.6	-3.82	-8.23
93.2	5579.8	-3.77	-8.15
93.3	5581.0	-3.68	-8.02
93.4	5582.2	-3.59	-7.95
93.5	5583.4	-3.61	-8.12
93.6	5584.6	-3.52	-7.81
93.7	5585.8	-3.53	-7.92
93.8	5587.0	-3.34	-7.86
93.9	5588.2	-3.57	-8.06
94	5589.4	-3.50	-8.03
94.1	5590.6	-3.71	-8.12
94.2	5591.8	-3.60	-8.10
94.3	5593.1	-3.63	-8.22
94.4	5594.3	-3.58	-8.23
94.5	5595.5	-3.35	-7.90
94.6	5596.7	-3.55	-8.13
94.7	5597.9	-3.31	-7.99
94.8	5599.1	-3.19	-7.98
94.9	5600.4	-3.36	-8.07
95	5601.6	-3.20	-7.93
95.1	5602.8	-3.24	-7.76
95.2	5604.0	-3.35	-7.75
95.3	5605.2	-3.37	-7.56
95.4	5606.5	-3.51	-7.69
95.5	5607.7	-3.41	-7.62
95.6	5608.9	-3.53	-7.81
95.7	5610.2	-3.44	-7.45
95.8	5611.4	-3.55	-7.42
95.9	5612.6	-3.66	-7.39
96	5613.9	-3.47	-7.64
96.1	5615.1	-3.55	-7.54
96.2	5616.3	-3.62	-7.77
96.3	5617.6	-3.47	-7.53
96.4	5618.8	-3.58	-7.55
96.5	5620.0	-3.56	-7.65
96.6	5621.3	-3.66	-7.71
96.7	5622.5	-3.80	-7.89
96.8	5623.8	-3.65	-7.85
96.9	5625.0	-3.51	-7.80
97	5626.3	-3.65	-7.87
97.1	5627.5	-3.47	-7.98
97.2	5628.8	-3.54	-7.79
97.3	5630.0	-3.33	-7.66
97.4	5631.3	-3.53	-7.76
97.5	5632.5	-3.42	-7.52
97.6	5633.8	-3.47	-7.52
97.7	5635.0	-3.33	-7.54
97.8	5636.3	-3.96	-8.11
97.9	5637.5	-3.98	-8.35
98	5638.8	-3.97	-8.30
98.1	5640.0	-3.95	-8.22
98.2	5641.3	-3.99	-8.11
98.3	5642.6	-3.98	-8.23
98.4	5643.8	-3.92	-7.97
98.5	5645.1	-3.88	-7.94
98.6	5646.4	-3.95	-8.20
98.7	5647.6	-3.73	-8.06
98.8	5648.9	-3.78	-8.12
98.9	5650.2	-3.75	-8.11
99	5651.4	-3.35	-7.96
99.1	5652.7	-3.44	-7.99
99.2	5654.0	-3.66	-8.12
99.3	5655.3	-3.82	-8.22
99.4	5656.5	-3.79	-8.22
99.5	5657.8	-3.94	-8.23
99.6	5659.1	-3.79	-8.08
99.7	5660.4	-3.62	-8.01
99.8	5661.7	-3.53	-7.81
99.9	5662.9	-3.74	-7.90
100	5664.2	-3.44	-7.86
100.1	5665.5	-3.52	-7.80
100.2	5666.8	-3.76	-8.22
100.3	5668.1	-3.51	-7.97
100.4	5669.4	-3.58	-8.03
100.5	5670.7	-3.56	-8.04
100.6	5672.0	-3.78	-8.27
100.7	5673.3	-3.68	-8.19
100.8	5674.6	-3.89	-8.23
100.9	5675.9	-4.11	-8.19
101	5677.2	-3.83	-8.16
101.1	5678.5	-4.00	-8.36
101.2	5679.8	-4.08	-8.18
101.3	5681.1	-4.04	-8.26
101.4	5682.4	-4.13	-8.24
101.5	5683.7	-4.05	-8.11
101.6	5685.0	-4.15	-8.23
101.7	5686.3	-4.00	-8.39
101.8	5687.6	-4.06	-8.40
101.9	5689.0	-3.99	-8.55
102	5690.3	-4.08	-8.50
102.1	5691.6	-4.02	-8.25
102.2	5692.9	-3.95	-8.33
102.3	5694.2	-4.02	-8.12
102.4	5695.5	-4.22	-7.96
102.5	5696.9	-4.10	-7.85
102.6	5698.2	-4.30	-7.73
102.7	5699.5	-4.30	-7.69
102.8	5700.9	-4.20	-7.71
102.9	5702.2	-4.13	-7.68
103	5703.5	-4.00	-7.78
103.1	5704.8	-3.99	-8.14
103.2	5706.2	-3.92	-8.15
103.3	5707.5	-4.40	-8.29
103.4	5708.9	-3.82	-8.36
103.5	5710.2	-4.02	-8.19
103.6	5711.5	-4.17	-8.04
103.7	5712.9	-4.22	-8.18
103.8	5714.2	-4.41	-8.18
103.9	5715.6	-4.40	-8.21
104	5716.9	-4.01	-8.10
104.1	5718.3	-4.15	-8.02
104.2	5719.6	-3.68	-8.08
104.3	5721.0	-3.69	-8.19
104.4	5722.3	-3.53	-8.24
104.5	5723.7	-3.61	-8.41
104.6	5725.0	-3.27	-8.41
104.7	5726.4	-3.55	-8.19
104.8	5727.8	-3.77	-8.15
104.9	5729.1	-3.73	-8.05
105	5730.5	-4.12	-8.38
105.1	5731.9	-4.13	-8.16
105.2	5733.2	-4.09	-8.18
105.3	5734.6	-4.25	-8.18
105.4	5736.0	-4.32	-8.31
105.5	5737.4	-4.23	-8.36
105.6	5738.7	-3.99	-8.16
105.7	5740.1	-4.12	-8.36
105.8	5741.5	-4.03	-8.35
105.9	5742.9	-3.98	-8.32
106	5744.3	-4.01	-8.36
106.1	5745.6	-3.93	-8.40
106.2	5747.0	-4.03	-8.45
106.3	5748.4	-4.11	-8.53
106.4	5749.8	-3.94	-8.34
106.5	5751.2	-3.95	-8.44
106.6	5752.6	-3.94	-8.36
106.7	5754.0	-3.97	-8.51
106.8	5755.4	-3.86	-8.45
106.9	5756.8	-3.88	-8.46
107	5758.2	-3.61	-8.39
107.1	5759.6	-3.70	-8.44
107.2	5761.0	-3.66	-8.47
107.3	5762.4	-3.78	-8.35
107.4	5763.8	-3.78	-8.46
107.5	5765.2	-4.36	-8.72
107.6	5766.6	-3.95	-8.70
107.7	5768.1	-3.85	-8.76
107.8	5769.5	-3.60	-8.60
107.9	5770.9	-3.44	-8.39
108	5772.3	-3.30	-8.35
108.1	5773.7	-3.36	-8.48
108.2	5775.2	-3.21	-8.28
108.3	5776.6	-3.22	-8.07
108.4	5778.0	-3.23	-7.93
108.5	5779.5	-3.51	-8.12
108.6	5780.9	-3.38	-8.14
108.7	5782.3	-3.36	-8.30
108.8	5783.8	-3.39	-8.41
108.9	5785.2	-3.59	-8.45
109	5786.6	-3.37	-8.50
109.1	5788.1	-3.46	-8.58
109.2	5789.5	-3.60	-8.59
109.3	5791.0	-3.52	-8.57
109.4	5792.4	-3.85	-8.87
109.5	5793.9	-3.94	-8.74
109.6	5795.3	-3.57	-8.54
109.7	5796.8	-4.05	-8.52
109.8	5798.3	-3.98	-8.55
109.9	5799.7	-3.85	-8.69
110	5801.2	-4.16	-8.54
110.1	5802.6	-3.86	-8.61
110.2	5804.1	-4.18	-8.84
110.3	5805.6	-4.02	-8.96
110.4	5807.1	-3.82	-8.93
110.5	5808.5	-3.95	-8.98
110.6	5810.0	-4.19	-9.14
110.7	5811.5	-3.74	-9.00
110.8	5813.0	-3.83	-8.93
110.9	5814.4	-3.77	-8.99
111	5815.9	-3.39	-8.89
111.1	5817.4	-3.39	-9.14
111.2	5818.9	-3.49	-9.09
111.3	5820.4	-3.59	-9.41
111.4	5821.9	-3.89	-9.20
111.5	5823.4	-3.62	-9.22
111.6	5824.9	-3.83	-9.08
111.7	5826.4	-3.36	-8.95
111.8	5827.9	-3.64	-8.85
111.9	5829.4	-3.29	-8.82
112	5830.9	-3.47	-9.08
112.1	5832.4	-3.35	-8.81
112.2	5833.9	-3.58	-9.05
112.3	5835.4	-3.60	-8.81
112.4	5836.9	-3.49	-8.86
112.5	5838.4	-3.34	-8.77
112.6	5840.0	-3.22	-8.60
112.7	5841.5	-3.37	-8.66
112.8	5843.0	-3.19	-8.80
112.9	5844.5	-2.99	-8.64
113	5846.1	-2.96	-8.36
113.1	5847.6	-3.04	-8.18
113.2	5849.1	-2.93	-7.93
113.3	5850.7	-3.01	-7.84
113.4	5852.2	-3.13	-7.70
113.5	5853.7	-3.09	-7.90
113.6	5855.3	-3.16	-8.23
113.7	5856.8	-3.18	-8.58
113.8	5858.4	-3.35	-8.60
113.9	5859.9	-3.31	-8.57
114	5861.5	-3.43	-8.77
114.1	5863.0	-3.25	-8.90
114.2	5864.6	-3.50	-9.15
114.3	5866.2	-3.63	-9.16
114.4	5867.7	-3.27	-9.25
114.5	5869.3	-4.09	-9.50
114.6	5870.9	-3.56	-8.71
114.7	5872.4	-4.08	-9.04
114.8	5874.0	-3.84	-8.87
114.9	5875.6	-3.88	-8.98
115	5877.2	-3.95	-8.88
115.1	5878.7	-3.90	-8.98
115.2	5880.3	-3.99	-9.18
115.3	5881.9	-4.13	-9.52
115.4	5883.5	-3.85	-9.31
115.5	5885.1	-3.80	-9.00
115.6	5886.7	-3.39	-8.56
115.7	5888.3	-3.54	-8.42
115.8	5889.9	-3.21	-8.27
115.9	5891.5	-3.60	-8.52
116	5893.1	-3.34	-8.30
116.1	5894.7	-3.16	-8.07
116.2	5896.3	-3.14	-8.10
116.3	5897.9	-3.08	-8.30
116.4	5899.5	-3.19	-8.55
116.5	5901.1	-3.25	-8.65
116.6	5902.7	-2.50	-8.29
116.7	5904.4	-3.00	-8.43
116.8	5906.0	-3.13	-8.43
116.9	5907.6	-3.43	-8.28
117	5909.2	-3.37	-8.18
117.1	5910.9	-3.53	-8.35
117.2	5912.5	-3.68	-8.40
117.3	5914.1	-3.68	-8.57
117.4	5915.8	-3.43	-8.58
117.5	5917.4	-3.54	-8.68
117.6	5919.1	-3.71	-9.16
117.7	5920.7	-3.50	-9.15
117.8	5922.4	-3.88	-9.36
117.9	5924.0	-3.90	-9.26
118	5925.7	-3.59	-8.99
118.1	5927.3	-3.45	-8.92
118.2	5929.0	-3.41	-8.65
118.3	5930.7	-3.37	-8.70
118.4	5932.3	-3.45	-8.82
118.5	5934.0	-3.43	-8.82
118.6	5935.7	-3.48	-8.77
118.7	5937.4	-3.17	-8.52
118.8	5939.0	-3.29	-8.63
118.9	5940.7	-3.10	-8.47
119	5942.4	-3.28	-9.13
119.1	5944.1	-3.33	-8.81
119.2	5945.8	-3.38	-8.91
119.3	5947.5	-2.93	-9.05
119.4	5949.2	-3.49	-9.10
119.5	5950.9	-3.35	-9.16
119.6	5952.6	-3.35	-9.16
119.7	5954.3	-3.39	-9.08
119.8	5956.0	-3.50	-9.20
119.9	5957.7	-3.41	-9.19
120	5959.4	-3.41	-9.18
120.1	5961.1	-3.24	-9.19
120.2	5962.8	-3.35	-9.27
120.3	5964.5	-3.27	-9.45
120.4	5966.3	-3.42	-9.38
120.5	5968.0	-3.63	-9.32
120.6	5969.7	-3.46	-9.45
120.7	5971.5	-3.71	-9.39
120.8	5973.2	-3.62	-9.34
120.9	5974.9	-3.63	-9.13
121	5976.7	-3.38	-9.09
121.1	5978.4	-3.13	-9.38
121.2	5980.2	-3.22	-9.01
121.3	5981.9	-3.02	-8.75
121.4	5983.7	-3.14	-8.93
121.5	5985.4	-3.13	-9.22
121.6	5987.2	-3.26	-8.60
121.7	5989.0	-3.07	-9.78
121.8	5990.7	-3.32	-8.84
121.9	5992.5	-3.32	-8.83
122	5994.3	-3.43	-8.53
122.1	5996.0	-4.37	-9.13
122.2	5997.8	-3.78	-8.82
122.3	5999.6	-4.03	-9.43
122.4	6001.4	-3.63	-8.76
122.5	6003.2	-3.61	-9.21
122.6	6005.0	-3.49	-8.88
122.7	6006.8	-3.36	-9.25
122.8	6008.6	-3.59	-9.28
122.9	6010.4	-3.74	-9.16
123	6012.2	-3.63	-9.04
123.1	6014.0	-3.28	-9.06
123.2	6015.8	-3.46	-9.12
123.3	6017.6	-3.66	-9.06
123.4	6019.4	-4.17	-9.14
123.5	6021.2	-3.94	-9.05
123.6	6023.1	-3.69	-9.02
123.7	6024.9	-3.87	-9.16
123.8	6026.7	-3.97	-9.14
123.9	6028.6	-3.58	-8.93
124	6030.4	-3.51	-8.93
124.1	6032.2	-3.59	-8.92
124.2	6034.1	-3.75	-8.96
124.3	6035.9	-3.72	-8.78
124.4	6037.8	-3.98	-8.98
124.5	6039.6	-3.95	-8.81
124.6	6041.5	-3.97	-8.63
124.7	6043.3	-4.07	-8.57
124.8	6045.2	-3.63	-8.36
124.9	6047.1	-3.65	-8.41
125	6048.9	-3.50	-8.14
125.1	6050.8	-3.66	-8.03
125.2	6052.7	-3.83	-8.13
125.3	6054.6	-3.58	-8.32
125.4	6056.5	-3.95	-8.62
125.5	6058.3	-3.55	-8.58
125.6	6060.2	-3.49	-8.72
125.7	6062.1	-3.49	-8.70
125.8	6064.0	-3.22	-8.58
125.9	6065.9	-3.31	-8.50
126	6067.8	-3.59	-8.58
126.1	6069.7	-3.75	-8.66
126.2	6071.6	-3.34	-8.17
126.3	6073.6	-3.43	-8.10
126.4	6075.5	-3.77	-8.42
126.5	6077.4	-3.99	-8.51
126.6	6079.3	-4.09	-8.44
126.7	6081.2	-3.75	-8.68
126.8	6083.2	-3.67	-8.63
126.9	6085.1	-3.45	-8.73
127	6087.1	-3.61	-8.83
127.1	6089.0	-3.83	-8.63
127.2	6090.9	-3.79	-8.52
127.3	6092.9	-3.81	-8.55
127.4	6094.8	-3.88	-8.70
127.5	6096.8	-4.20	-8.79
127.6	6098.8	-4.05	-9.01
127.7	6100.7	-3.78	-9.16
127.8	6102.7	-3.79	-9.13
127.9	6104.7	-3.50	-9.06
128	6106.6	-3.45	-9.13
128.1	6108.6	-3.56	-9.22
128.2	6110.6	-3.67	-9.36
128.3	6112.6	-3.68	-9.16
128.4	6114.6	-3.89	-9.20
128.5	6116.6	-3.94	-9.19
128.6	6118.6	-3.44	-9.36
128.7	6120.6	-3.80	-9.36
128.8	6122.6	-3.72	-9.29
128.9	6124.6	-3.55	-9.23
129	6126.6	-3.46	-9.06
129.1	6128.6	-3.64	-9.09
129.2	6130.6	-3.57	-8.85
129.3	6132.7	-3.26	-8.91
129.4	6134.7	-3.45	-9.05
129.5	6136.7	-3.40	-9.05
129.6	6138.7	-3.25	-9.15
129.7	6140.8	-3.56	-9.12
129.8	6142.8	-3.77	-9.07
129.9	6144.9	-3.68	-8.99
130	6146.9	-3.75	-9.00
130.1	6149.0	-3.84	-8.79
130.2	6151.0	-4.03	-8.75
130.3	6153.1	-3.96	-9.01
130.4	6155.2	-4.00	-8.87
130.5	6157.2	-3.94	-8.76
130.6	6159.3	-3.92	-8.85
130.7	6161.4	-3.98	-8.99
130.8	6163.5	-4.02	-9.17
130.9	6165.6	-3.81	-9.06
131	6167.6	-3.88	-9.00
131.1	6169.7	-3.98	-9.01
131.2	6171.8	-3.62	-9.24
131.3	6173.9	-3.71	-8.87
131.4	6176.0	-3.52	-8.81
131.5	6178.1	-3.59	-8.78
131.6	6180.3	-3.49	-8.55
131.7	6182.4	-3.37	-8.75
131.8	6184.5	-3.35	-8.97
131.9	6186.6	-3.38	-8.98
132	6188.8	-3.31	-8.99
132.1	6190.9	-3.55	-8.98
132.2	6193.0	-3.47	-9.00
132.3	6195.2	-3.17	-9.15
132.4	6197.3	-3.32	-9.22
132.5	6199.5	-3.66	-9.48
132.6	6201.6	-3.95	-9.30
132.7	6203.8	-3.98	-9.36
132.8	6205.9	-4.04	-9.31
132.9	6208.1	-4.06	-9.12
133	6210.3	-3.73	-9.36
133.1	6212.4	-3.79	-9.23
133.2	6214.6	-3.77	-9.35
133.3	6216.8	-3.56	-9.36
133.4	6219.0	-3.89	-9.45
133.5	6221.2	-3.58	-9.30
133.6	6223.4	-3.61	-9.38
133.7	6225.6	-3.90	-9.54
133.8	6227.8	-3.62	-9.64
133.9	6230.0	-3.60	-9.75
134	6232.2	-3.83	-9.96
134.1	6234.4	-3.90	-10.09
134.2	6236.6	-3.90	-10.08
134.3	6238.9	-4.11	-10.19
134.4	6241.1	-4.01	-10.21
134.5	6243.3	-3.56	-10.26
134.6	6245.6	-3.54	-10.20
134.7	6247.8	-2.91	-9.87
134.8	6250.1	-2.65	-9.91
134.9	6252.3	-3.21	-9.93
135	6254.6	-3.63	-10.05
135.1	6256.8	-3.40	-10.07
135.2	6259.1	-3.39	-10.08
135.3	6261.4	-3.34	-10.30
135.4	6263.6	-3.07	-10.19
135.5	6265.9	-2.99	-10.24
135.6	6268.2	-3.01	-10.26
135.7	6270.5	-3.10	-10.28
135.8	6272.8	-3.07	-10.06
135.9	6275.1	-3.38	-10.03
136	6277.4	-3.82	-10.37
136.1	6279.7	-3.38	-9.97
136.2	6282.0	-2.90	-10.02
136.3	6284.3	-2.98	-10.13
136.4	6286.6	-3.10	-10.08
136.5	6288.9	-3.11	-10.18
136.6	6291.2	-2.96	-10.07
136.7	6293.6	-3.12	-10.16
136.8	6295.9	-4.18	-10.42
136.9	6298.3	-3.66	-10.45
137	6300.6	-3.72	-10.38
137.1	6303.0	-3.64	-10.46
137.2	6305.3	-3.03	-10.16
137.3	6307.7	-2.99	-10.22
137.4	6310.0	-2.81	-10.44
137.5	6312.4	-2.64	-10.43
137.6	6314.8	-3.08	-10.44
137.7	6317.1	-3.22	-10.27
137.8	6319.5	-3.83	-10.58
137.9	6321.9	-3.40	-10.29
138	6324.3	-3.69	-10.47
138.1	6326.7	-3.35	-10.28
138.2	6329.1	-3.58	-10.46
138.3	6331.5	-3.20	-10.15
138.4	6333.9	-3.36	-10.21
138.5	6336.3	-3.14	-10.47
138.6	6338.8	-2.93	-10.28
138.7	6341.2	-3.16	-9.84
138.8	6343.6	-3.23	-10.10
138.9	6346.0	-3.43	-10.09
139	6348.5	-3.27	-10.05
139.1	6350.9	-3.34	-9.96
139.2	6353.4	-3.26	-10.12
139.3	6355.8	-3.53	-10.27
139.4	6358.3	-3.49	-10.27
139.5	6360.7	-3.61	-10.47
139.6	6363.2	-3.13	-10.17
139.7	6365.7	-2.99	-10.08
139.8	6368.2	-3.54	-10.26
139.9	6370.6	-3.24	-10.26
140	6373.1	-2.70	-10.10
140.1	6375.6	-2.97	-10.10
140.2	6378.1	-2.97	-10.13
140.3	6380.6	-3.12	-10.08
140.4	6383.1	-3.21	-9.72
140.5	6385.6	-2.92	-9.68
140.6	6388.2	-2.89	-9.70
140.7	6390.7	-3.17	-9.61
140.8	6393.2	-2.94	-9.27
140.9	6395.7	-3.01	-9.20
141	6398.3	-3.24	-9.18
141.1	6400.8	-2.97	-9.15
141.2	6403.4	-2.83	-8.93
141.3	6405.9	-3.07	-9.22
141.4	6408.5	-2.91	-9.06
141.5	6411.0	-3.06	-9.19
141.6	6413.6	-3.26	-9.29
141.7	6416.2	-3.18	-9.30
141.8	6418.8	-3.34	-9.31
141.9	6421.3	-3.18	-9.30
142	6423.9	-2.94	-9.27
142.1	6426.5	-3.64	-9.39
142.2	6429.1	-3.25	-9.06
142.3	6431.7	-3.12	-9.26
142.4	6434.3	-2.97	-9.30
142.5	6436.9	-2.95	-9.22
142.6	6439.6	-3.13	-9.08
142.7	6442.2	-3.01	-8.92
142.8	6444.8	-3.27	-9.06
142.9	6447.5	-3.10	-9.03
143	6450.1	-3.10	-8.94
143.1	6452.7	-3.64	-8.89
143.2	6455.4	-3.37	-8.94
143.3	6458.0	-3.28	-9.06
143.4	6460.7	-2.97	-8.88
143.5	6463.4	-3.52	-8.90
143.6	6466.0	-3.14	-8.91
143.7	6468.7	-2.75	-8.50
143.8	6471.4	-2.90	-8.20
143.9	6474.1	-2.95	-8.21
144	6476.8	-2.88	-8.11
144.1	6479.5	-3.33	-8.19
144.2	6482.2	-3.59	-8.18
144.3	6484.9	-3.33	-8.41
144.4	6487.6	-3.12	-8.49
144.5	6490.3	-3.82	-8.55
144.6	6493.1	-3.08	-8.08
144.7	6495.8	-3.23	-7.82
144.8	6498.5	-3.23	-7.98
144.9	6501.3	-3.14	-8.04
145	6504.0	-2.99	-8.03
145.1	6506.8	-2.96	-8.16
145.2	6509.5	-3.16	-8.31
145.3	6512.3	-3.27	-8.74
145.4	6515.1	-2.68	-8.94
145.5	6517.8	-3.17	-9.14
145.6	6520.6	-2.97	-8.78
145.7	6523.4	-3.03	-8.94
145.8	6526.2	-3.39	-8.94
145.9	6529.0	-3.48	-8.79
146	6531.8	-3.33	-8.76
146.1	6534.6	-3.36	-8.90
146.2	6537.4	-4.32	-8.99
146.3	6540.2	-3.55	-8.90
146.4	6543.1	-3.46	-8.95
146.5	6545.9	-3.42	-8.83
146.6	6548.7	-3.23	-8.92
146.7	6551.6	-3.31	-8.97
146.8	6554.4	-4.08	-9.34
146.9	6557.3	-3.18	-9.48
147	6560.1	-3.13	-9.48
147.1	6563.0	-2.95	-9.49
147.2	6565.9	-3.65	-9.23
147.3	6568.7	-3.52	-9.22
147.4	6571.6	-3.25	-8.77
147.5	6574.5	-3.74	-8.81
147.6	6577.4	-3.77	-8.30
147.7	6580.3	-3.70	-8.34
147.8	6583.2	-3.80	-8.16
147.9	6586.1	-3.78	-8.14
148	6589.1	-4.19	-8.28
148.1	6592.0	-3.62	-8.17
148.2	6594.9	-3.91	-7.76
148.3	6597.8	-3.88	-7.73
148.4	6600.8	-3.66	-7.79
148.5	6603.7	-3.56	-7.81
