depth,date,d13C,d18O
175.6,1081.3,-4.83,-3.14
175.7,1080.4,-4.71,-3.17
175.8,1079.6,-4.87,-3.29
175.9,1078.7,-4.66,-3.14
176,1077.9,-4.56,-3.2
176.1,1077.1,-4.39,-2.99
176.2,1076.2,-4.34,-2.95
176.3,1075.4,-4.22,-3.08
176.4,1074.6,-4.28,-2.94
176.5,1073.8,-4.2,-2.89
176.6,1073,-4.25,-2.86
176.7,1072.2,-4.51,-2.96
176.8,1071.4,-4.75,-3.07
190.5,981.5,-8.17,-3.97
190.6,981,-8.38,-4.15
190.7,980.5,-8.33,-3.8
190.8,980,-8.29,-3.84
190.9,979.5,-8.35,-4.01
191,979,-8.21,-3.91
191.1,978.5,-8.07,-3.86
191.2,978,-8.16,-4.12
191.3,977.5,-8.06,-4.05
191.4,977.1,-8.14,-4.35
191.5,976.6,-8.15,-4.09
191.6,976.2,-8.21,-4
191.7,975.9,-8.32,-4.08
191.8,975.7,-8.29,-3.87
191.9,975.4,-8.19,-3.78
192,974.9,-8.22,-3.88
192.1,974.6,-8.29,-3.73
192.2,974.3,-8.35,-3.71
192.3,973.9,-8.37,-3.74
192.4,973.4,-8.34,-3.51
192.5,973,-8.33,-3.71
192.6,972.6,-8.43,-3.62
192.7,972.1,-8.42,-3.67
192.8,971.7,-8.47,-3.76
192.9,971.1,-8.55,-3.76
193,970.6,-8.49,-3.79
193.1,970.1,-8.55,-3.8
193.2,969.6,-8.5,-3.78
193.3,969,-8.5,-3.9
193.4,968.5,-8.58,-3.89
193.5,968,-8.59,-3.97
193.6,967.4,-8.59,-4
193.7,966.9,-8.6,-3.93
193.8,966.6,-8.54,-4.01
193.9,966.2,-8.56,-3.88
194,965.8,-8.68,-3.71
194.1,965.3,-8.51,-3.6
194.2,964.8,-8.59,-3.91
194.3,964.3,-8.72,-3.82
194.4,963.8,-8.51,-3.52
194.5,963.3,-8.56,-3.9
194.6,962.8,-8.59,-3.98
194.7,962.3,-8.46,-3.91
194.8,961.9,-8.58,-3.95
194.9,961.4,-8.59,-4.01
195,960.9,-8.68,-4.08
195.1,960.4,-8.66,-3.89
195.2,959.9,-8.51,-3.82
195.3,959.4,-8.73,-3.93
195.4,958.9,-8.65,-3.79
195.5,958.5,-8.49,-3.8
195.6,958,-8.66,-3.65
195.7,957.6,-8.62,-3.43
195.8,957.1,-8.46,-3.57
195.9,956.7,-8.61,-3.57
196,956.2,-8.62,-3.97
196.1,955.8,-8.46,-3.3
196.2,955.4,-8.25,-3.24
196.3,955,-8.22,-3.4
196.4,954.5,-8.31,-3.34
196.5,954.1,-8.19,-3.43
196.6,953.6,-8.26,-3.5
196.7,953.2,-8.14,-3.43
196.8,952.8,-8.28,-3.7
196.9,952.4,-8.23,-3.91
197,952.1,-8.33,-3.97
197.1,951.7,-8.3,-3.85
197.2,951.3,-8.44,-4.05
210.9,833,-7.17,-3.4
211,832.5,-6.92,-3.42
211.1,831.9,-7.02,-3.55
211.2,831.3,-7.04,-3.51
211.3,830.9,-7.08,-3.62
211.4,830.5,-7.46,-3.65
211.5,829.7,-7.46,-3.7
211.6,829,-7.57,-3.92
211.7,828.3,-7.74,-3.97
211.8,827.8,-8.03,-4.06
211.9,827.4,-8.24,-4.09
212,827.1,-8.37,-4.17
212.1,826.8,-8.52,-4.08
212.2,826,-8.61,-4.08
212.3,825.4,-8.76,-4.09
212.4,824.9,-8.79,-4.08
212.5,824.4,-8.95,-4.11
212.6,823.9,-9.01,-4.3
212.7,823.8,-9.05,-4.15
212.8,823.3,-9.09,-4.22
212.9,822.8,-9.22,-4.43
213,822.5,-9.13,-4.5
213.1,821.9,-9.12,-4.34
213.2,821.4,-9.26,-4.43
213.3,820.9,-9.13,-4.43
213.4,820.3,-9.35,-4.49
213.5,819.7,-9.55,-4.67
213.6,819.3,-9.48,-4.74
213.7,818.9,-9.05,-4.43
213.8,818.4,-9.32,-4.69
213.9,818.2,-9.19,-4.49
214,817.8,-9.43,-4.46
214.1,817.3,-9.5,-4.55
214.2,817,-9.26,-4.28
214.3,816.5,-9.25,-4.3
214.4,816.2,-9.26,-4.37
214.5,815.8,-9.37,-4.23
214.6,815.5,-9.03,-3.87
214.7,815.1,-9.18,-4.06
214.8,814.9,-9,-3.94
214.9,814.8,-9.13,-4.01
215,814.6,-9,-4.1
215.1,814.3,-9.11,-3.99
215.2,813.9,-9.03,-3.91
215.3,813.6,-9.3,-3.8
215.4,813.3,-9.11,-3.57
215.5,812.9,-9.54,-3.78
215.6,812.6,-9.22,-3.75
215.7,812.3,-9.21,-3.63
215.8,812,-9.24,-3.74
215.9,811.8,-8.99,-3.47
216,811.7,-9.17,-3.81
216.1,811.4,-8.6,-3.46
216.2,811.3,-8.61,-3.48
216.3,811,-8.73,-3.74
216.4,810.5,-8.78,-3.97
216.5,810.4,-8.74,-3.87
216.6,810,-8.65,-3.83
216.7,809.7,-8.53,-4.06
216.8,809.4,-8.42,-3.98
216.9,809.2,-8.34,-4.17
217,809.1,-8.34,-4.15
217.1,808.9,-8.4,-4.22
217.2,808.8,-8.1,-3.7
217.3,808.6,-8.27,-3.76
217.4,808.1,-8.32,-3.87
217.5,807.8,-8.33,-3.81
217.6,807.7,-8.48,-3.81
231.3,769.8,-8.36,-3.53
231.4,769.2,-8.3,-3.7
231.5,768.7,-8.42,-3.92
231.6,768.2,-8.31,-3.87
231.7,767.6,-8.22,-3.98
231.8,767.1,-8.28,-4
231.9,766.6,-8.23,-4.05
232,766.1,-8.22,-4.18
232.1,765.6,-8.11,-4.19
232.2,765,-8.15,-4.07
232.3,764.3,-8.23,-4.01
232.4,763.7,-8.28,-3.98
232.5,763,-8.34,-3.99
232.6,762.5,-8.31,-3.86
232.7,762,-8.37,-3.95
232.8,761.5,-8.24,-3.91
232.9,760.7,-8.38,-3.96
233,760.1,-8.34,-3.86
233.1,759.5,-8.41,-3.95
233.2,759,-8.23,-3.76
233.3,758.4,-8.33,-3.86
233.4,757.7,-8.23,-3.82
233.5,757.2,-8.38,-3.95
233.6,756.7,-8.49,-3.95
233.7,756.2,-8.73,-4.04
233.8,755.8,-8.86,-3.9
233.9,755.2,-8.53,-3.79
234,754.7,-8.56,-3.77
234.1,753.9,-8.4,-3.71
234.2,753.3,-8.6,-3.74
234.3,752.6,-8.66,-3.87
234.4,751.8,-9,-3.94
234.5,751.3,-8.92,-4.05
234.6,750.7,-8.84,-3.94
234.7,750.1,-8.76,-3.98
234.8,749.5,-8.59,-3.91
234.9,748.9,-8.42,-3.86
235,748.3,-8.51,-3.82
235.1,747.6,-8.62,-3.81
235.2,746.9,-8.85,-3.94
235.3,746.2,-8.92,-3.98
235.4,745.6,-8.97,-3.99
235.5,745.1,-8.9,-4.02
235.6,744.5,-8.67,-3.9
235.7,744,-8.49,-4.03
235.8,743.4,-8.38,-3.99
235.9,742.8,-8.44,-3.79
236,742.2,-8.51,-3.95
236.1,741.6,-8.55,-3.85
236.2,741.1,-8.53,-3.83
236.3,740.6,-8.64,-3.8
236.4,740.2,-8.6,-3.82
236.5,739.8,-8.74,-3.9
236.6,739.1,-8.4,-3.75
236.7,738.4,-8.26,-3.8
236.8,737.7,-8.21,-3.77
236.9,737.1,-8.24,-3.83
237,736.6,-8.55,-3.76
237.1,736,-8.72,-3.77
237.2,735.4,-8.96,-3.82
237.3,734.8,-8.85,-3.73
237.4,734.2,-8.77,-3.65
237.5,733.6,-8.8,-3.72
237.6,733.1,-8.87,-3.8
237.7,732.5,-8.64,-3.66
237.8,732,-8.53,-3.66
237.9,731.5,-8.59,-3.57
238,731,-8.63,-3.59
251.7,672.3,-8.92,-4.06
251.8,671.9,-8.74,-3.83
251.9,671.5,-8.74,-3.72
252,671.1,-8.87,-3.78
252.1,670.7,-8.93,-3.78
252.2,670.3,-8.8,-3.64
252.3,669.9,-8.85,-3.81
252.4,669.5,-8.68,-3.66
252.5,669.1,-8.58,-3.71
252.6,668.7,-8.75,-3.68
252.7,668.3,-8.55,-3.75
252.8,667.9,-8.68,-3.91
252.9,667.5,-8.64,-3.78
253,667.1,-8.56,-3.71
253.1,666.6,-8.71,-3.96
253.2,666.1,-8.78,-3.83
253.3,665.6,-8.75,-3.91
253.4,665.1,-8.84,-3.96
253.5,664.7,-8.65,-3.73
253.6,664.3,-8.85,-4.12
253.7,663.9,-8.76,-4.04
253.8,663.5,-8.7,-3.99
253.9,663.1,-8.89,-4.09
254,662.8,-8.82,-4.07
254.1,662.4,-8.9,-3.95
254.2,662.1,-8.92,-3.9
254.3,661.7,-8.91,-3.93
254.4,661.3,-9.02,-3.95
254.5,660.9,-8.95,-4
254.6,660.4,-9.14,-4.03
254.7,660,-9.07,-3.9
254.8,659.6,-9.01,-3.99
254.9,659.1,-9.2,-4.12
255,658.7,-9.19,-4.07
255.1,658.2,-9.23,-4.26
255.2,657.8,-9.11,-4.26
255.3,657.4,-9.06,-4.23
255.4,656.9,-9.38,-4.39
255.5,656.5,-9.43,-4.34
255.6,656.1,-9.53,-4.48
255.7,655.7,-9.65,-4.55
255.8,655.3,-9.78,-4.74
255.9,654.9,-9.66,-4.72
256,654.5,-9.71,-4.79
256.1,654.1,-9.71,-4.78
256.2,653.7,-9.59,-4.73
256.3,653.3,-9.45,-4.74
256.4,652.9,-9.35,-4.76
256.5,652.5,-9.56,-4.72
256.6,652.1,-9.4,-4.74
256.7,651.7,-9.35,-4.54
256.8,651.3,-9.34,-4.74
256.9,650.9,-9.24,-4.86
257,650.5,-9.07,-5.04
257.1,650.1,-8.97,-4.77
257.2,649.7,-9.03,-4.81
257.3,649.3,-8.71,-4.79
257.4,648.9,-8.82,-4.81
257.5,648.5,-8.68,-4.47
257.6,648.1,-8.8,-4.63
257.7,647.7,-8.71,-4.65
257.8,647.4,-8.61,-4.6
257.9,647.1,-8.63,-4.73
258,646.7,-8.78,-4.7
258.1,646.3,-8.74,-4.3
258.2,645.9,-8.44,-4.09
258.3,645.6,-8.46,-4.47
258.4,645.2,-8.54,-4.47
272.1,589.8,-9.17,-4.16
272.2,589.3,-9.28,-4.37
272.3,588.8,-9.26,-4.26
272.4,588.3,-9.33,-4.38
272.5,587.8,-9.46,-4.61
272.6,587.2,-9.44,-4.59
272.7,586.7,-9.4,-4.49
272.8,586.2,-9.42,-4.5
272.9,585.6,-9.41,-4.5
273,585.1,-9.36,-4.35
273.1,584.5,-9.42,-4.52
273.2,584,-9.44,-4.41
273.3,583.4,-9.37,-4.57
273.4,582.9,-9.2,-4.45
273.5,582.3,-8.96,-4.37
273.6,581.8,-8.94,-4.33
273.7,581.3,-8.93,-4.5
273.8,580.7,-8.8,-4.31
273.9,580.2,-8.81,-4.2
274,579.7,-8.73,-4.22
274.1,579.1,-8.73,-4.17
274.2,578.6,-8.74,-4.13
274.3,578,-8.74,-4.16
274.4,577.5,-8.77,-4.2
274.5,576.9,-8.66,-4.08
274.6,576.4,-8.67,-4.19
274.7,575.8,-8.69,-4.25
274.8,575.3,-8.69,-3.97
274.9,574.7,-8.9,-4.03
275,574.1,-8.88,-3.97
275.1,573.5,-8.83,-3.98
275.2,572.9,-8.71,-3.87
275.3,572.3,-8.53,-3.83
275.4,571.7,-8.66,-4.02
275.5,571.1,-8.51,-3.83
275.6,570.5,-8.07,-4.14
275.7,569.8,-7.96,-3.73
275.8,569.2,-7.9,-3.8
275.9,568.5,-7.95,-3.73
276,567.9,-7.81,-3.5
276.1,567.2,-8.14,-3.61
276.2,566.5,-8.37,-3.68
276.3,565.7,-8.64,-3.69
276.4,565,-8.6,-3.54
276.5,564.3,-8.92,-3.72
276.6,563.5,-9.16,-3.72
276.7,562.8,-9.06,-3.76
276.8,562,-8.52,-3.38
276.9,561.2,-8.45,-3.63
277,560.5,-8.54,-3.62
277.1,559.8,-8.24,-3.58
277.2,559.1,-8.4,-3.74
277.3,558.4,-8.52,-3.72
277.4,557.6,-8.57,-3.83
277.5,556.9,-8.78,-3.88
277.6,556.2,-8.89,-3.98
277.7,555.6,-9.27,-4.07
277.8,554.8,-9.34,-4.06
277.9,554.1,-9.71,-4.14
278,553.3,-10.04,-4.29
278.1,552.5,-10.02,-4.2
278.2,551.6,-10.21,-4.38
278.3,550.8,-10.25,-4.41
278.4,550.2,-10.06,-4.32
278.5,549.4,-10.32,-4.44
278.6,548.7,-9.99,-4.18
278.7,547.9,-10.24,-3.94
278.8,547.1,-9.97,-3.99
292.5,453.4,-8.71,-3.8
292.6,453.1,-8.7,-3.76
292.7,452.9,-8.61,-3.75
292.8,452.6,-8.65,-3.66
292.9,452.1,-8.5,-3.58
293,451.7,-8.37,-3.63
293.1,451.3,-8.27,-3.6
293.2,450.9,-8.14,-3.5
293.3,450.5,-7.95,-3.44
293.4,450.1,-7.7,-3.54
293.5,449.8,-7.45,-3.52
293.6,449.3,-7.16,-3.55
293.7,449,-7.01,-3.56
293.8,448.7,-7.57,-3.78
293.9,448.5,-7.97,-3.73
294,448.1,-8.13,-3.78
294.1,447.8,-8.39,-3.76
294.2,447.6,-8.28,-3.85
294.3,447.2,-8.32,-3.72
294.4,446.9,-8.1,-3.71
294.5,446.5,-8.32,-3.76
294.6,446.3,-8.41,-3.77
294.7,446,-8.7,-3.83
294.8,445.9,-8.91,-3.75
294.9,445.8,-8.93,-3.82
295,445.7,-8.99,-3.8
295.1,445.7,-8.88,-3.88
295.2,445.6,-8.92,-4.1
295.3,445.4,-8.66,-3.94
295.4,445.3,-8.32,-3.93
295.5,445.1,-8.1,-3.93
295.6,444.8,-7.91,-3.83
295.7,444.5,-7.63,-3.77
295.8,444.3,-7.39,-3.69
295.9,444.1,-7.19,-3.55
296,443.9,-7.63,-3.87
296.1,443.7,-7.05,-3.53
296.2,443.5,-6.84,-3.46
296.3,443.4,-6.84,-3.4
296.4,443.4,-7.1,-3.4
296.5,443.3,-7.47,-3.51
296.6,443.3,-7.91,-3.64
296.7,443.1,-8.21,-3.57
296.8,443,-8.31,-3.55
296.9,442.9,-8.29,-3.52
297,442.8,-8.55,-3.68
297.1,442.7,-8.32,-3.49
297.2,442.7,-8.73,-3.96
297.3,442.5,-7.96,-3.5
297.4,442.4,-7.97,-3.47
297.5,442.2,-7.82,-3.49
297.6,441.9,-7.87,-3.58
297.7,441.8,-8.13,-3.66
297.8,441.6,-8.32,-3.73
297.9,441.5,-8.46,-3.77
298,441.3,-8.71,-3.94
298.1,441.2,-8.59,-3.78
298.2,441,-8.57,-3.74
298.3,440.9,-8.55,-3.85
298.4,440.7,-8.47,-3.79
298.5,440.6,-8.45,-3.96
298.6,440.4,-8.01,-3.82
298.7,440.3,-8.1,-3.89
298.8,440.2,-8.46,-4.07
298.9,440.1,-8.39,-4.03
299,439.9,-8.62,-4.02
299.1,439.8,-8.6,-4.02
299.2,439.6,-8.56,-3.97
312.9,422.2,-8.72,-3.34
313,421.9,-8.72,-3.3
313.1,421.5,-8.77,-3.34
313.2,421.1,-8.75,-3.43
313.3,420.8,-8.66,-3.37
313.4,420.4,-8.62,-3.35
313.5,420,-8.63,-3.34
313.6,419.5,-8.76,-3.49
313.7,418.9,-8.66,-3.45
313.8,418.5,-8.51,-3.3
313.9,418.1,-8.55,-3.29
314,417.7,-8.75,-3.22
314.1,417.1,-8.67,-3.06
314.2,416.6,-8.65,-3.07
314.3,416.2,-8.64,-3.07
314.4,415.6,-8.74,-3.19
314.5,415.1,-8.65,-2.99
314.6,414.6,-8.61,-3.05
314.7,414,-8.63,-3.47
314.8,413.4,-8.55,-3.05
314.9,412.8,-8.6,-3.13
315,412.2,-8.63,-3.11
315.1,411.6,-8.65,-3.08
315.2,411.1,-8.66,-3.32
315.3,410.5,-8.64,-3.25
315.4,410,-8.63,-3.08
315.5,409.5,-8.62,-3.81
315.6,408.8,-8.76,-3.4
315.7,408.1,-8.7,-3.91
315.8,407.4,-8.8,-3.33
315.9,406.9,-8.69,-3.56
316,406.2,-8.67,-3.34
316.1,405.5,-8.62,-3.57
316.2,404.8,-8.59,-3.87
316.3,404.1,-8.57,-3.61
316.4,403.5,-8.39,-4.1
316.5,402.8,-8.3,-3.79
316.6,402,-8.28,-3.97
316.7,401.2,-8.4,-4.19
316.8,400.5,-8.26,-3.93
316.9,399.7,-8.44,-4
317,398.9,-8.41,-3.65
317.1,398.3,-8.54,-3.93
317.2,397.7,-8.65,-3.65
317.3,396.9,-8.53,-3.89
317.4,396.1,-8.53,-3.66
317.5,395.2,-8.53,-3.83
317.6,394.4,-8.59,-4.32
317.7,393.5,-8.84,-3.93
317.8,392.6,-8.5,-3.72
317.9,392,-8.71,-3.55
318,391.3,-8.76,-3.62
318.1,390.5,-8.68,-3.63
318.2,389.7,-8.72,-3.55
318.3,389.2,-8.73,-3.51
318.4,388.6,-8.67,-3.9
318.5,387.7,-8.74,-3.8
318.6,387.1,-8.89,-3.69
318.7,386.4,-8.77,-3.44
318.8,385.7,-8.76,-4.08
318.9,385,-8.8,-3.49
319,384.5,-8.77,-3.63
319.1,384,-8.8,-3.47
319.2,383.5,-8.66,-3.45
319.3,383,-8.64,-3.37
319.4,382.4,-8.63,-3.52
319.5,381.9,-8.54,-3.36
319.6,381.2,-8.51,-3.56
333.3,317.7,-8.49,-3.57
333.4,316.8,-8.49,-3.49
333.5,315.9,-8.43,-3.59
333.6,315.4,-8.29,-3.55
333.7,314.4,-8.2,-3.42
333.8,313.4,-8.23,-3.62
333.9,312.6,-8.4,-3.53
334,311.7,-8.31,-3.46
334.1,311.1,-8.28,-3.53
334.2,310.2,-8.27,-3.51
334.3,309.2,-8.42,-3.62
334.4,308.1,-8.48,-3.68
334.5,306.8,-8.43,-3.48
334.6,305.7,-8.4,-3.67
334.7,304.7,-8.14,-3.91
334.8,303.8,-8.15,-3.82
334.9,303.1,-8.33,-3.84
335,302.6,-8.04,-3.66
335.1,302.1,-7.9,-3.56
335.2,301.3,-7.86,-4.11
335.3,300.4,-7.98,-3.6
335.4,299.8,-7.93,-3.67
335.5,299.3,-7.98,-3.67
335.6,298.7,-7.91,-3.69
335.7,297.7,-8.02,-3.63
335.8,297,-7.93,-3.68
335.9,296.1,-7.88,-3.64
336,294.9,-8.06,-3.8
336.1,293.7,-8.05,-3.65
336.2,292.9,-8.09,-3.43
336.3,291.9,-7.9,-3.48
336.4,290.9,-8.11,-3.95
336.5,290.1,-8.01,-3.5
336.6,289.3,-8.18,-3.46
336.7,288.5,-8.11,-3.74
336.8,287.7,-7.98,-3.58
336.9,287,-8.02,-3.73
337,286.2,-7.93,-3.55
337.1,285.4,-7.79,-3.59
337.2,284.6,-7.53,-3.52
337.3,283.9,-7.22,-3.51
337.4,283.4,-7.04,-3.67
337.5,282.7,-6.87,-3.58
337.6,281.9,-6.08,-3.4
337.7,281.2,-5.58,-3.43
337.8,280.5,-5.36,-3.35
337.9,280,-5.07,-3.36
338,279.4,-5.06,-3.8
338.1,278.8,-5.31,-3.39
338.2,278.1,-4.97,-3.48
338.3,277.5,-4.93,-3.61
338.4,276.8,-5.45,-3.19
338.5,276.3,-6.13,-3.18
338.6,275.7,-6.84,-3.19
338.7,275.1,-7.14,-3.23
338.8,274.5,-7.4,-3.4
338.9,273.9,-7.57,-3.37
339,273.3,-8.02,-3.64
339.1,272.7,-7.89,-3.59
339.2,272.2,-7.74,-3.29
339.3,271.6,-7.59,-3.29
339.4,271,-7.84,-3.51
339.5,270.4,-7.68,-3.37
339.6,269.8,-7.69,-3.61
339.7,269.3,-7.69,-3.32
339.8,268.7,-7.5,-3.33
339.9,268.1,,
340,267.5,-7.82,-3.4
353.7,189.8,-7.61,-3.32
353.8,189.4,-7.66,-3.25
353.9,189.1,-7.5,-3.32
354,188.8,-7.46,-3.4
354.1,188.5,-7.2,-3.38
354.2,188.2,-7.18,-3.25
354.3,187.8,-7.31,-3.58
354.4,187.5,-7.06,-3.33
354.5,187.2,-7.09,-3.59
354.6,186.8,-6.89,-3.21
354.7,186.3,-6.8,-3.33
354.8,185.8,-6.76,-3.22
354.9,185.4,-6.6,-3.12
355,185,-6.48,-3.46
355.1,184.6,-6.11,-3.02
355.2,184.3,-6.18,-3.07
355.3,183.8,-5.88,-3.04
355.4,183.4,-5.84,-2.98
355.5,183,-5.9,-3.04
355.6,182.7,-5.92,-2.96
355.7,182.5,-6.11,-3.15
355.8,182.2,-6.88,-3.83
355.9,181.9,-6.44,-3.52
356,181.6,-6.96,-3.42
356.1,181.3,-7.2,-3.49
356.2,181,-6.95,-3.49
356.3,180.6,-7.13,-3.67
356.4,180.3,-7.69,-3.59
356.5,179.8,-7.66,-3.54
356.6,179.4,-7.92,-3.61
356.7,179,-7.98,-3.55
356.8,178.5,-7.95,-3.51
356.9,178.1,-8.06,-3.76
357,177.7,-8.01,-3.63
357.1,177.4,-8.17,-3.78
357.2,177.1,-8.03,-3.7
357.3,176.8,-8.07,-3.65
357.4,176.6,-7.97,-3.68
357.5,176.3,-8,-3.59
357.6,176.1,-8.03,-3.64
357.7,175.8,-8,-3.62
357.8,175.7,-8.02,-3.6
357.9,175.6,-7.91,-3.52
358,175.5,-8.02,-3.64
358.1,175.4,-7.85,-3.53
358.2,175.2,-7.89,-3.57
358.3,174.8,-7.93,-3.78
358.4,174.4,-8.01,-3.69
358.5,174.1,-7.86,-3.79
358.6,173.7,-7.59,-3.7
358.7,173.3,-7.61,-3.51
358.8,172.9,-7.66,-3.62
358.9,172.5,-7.51,-3.5
359,172.1,-7.57,-3.59
359.1,171.7,-7.46,-3.59
359.2,171.3,-7.34,-3.66
359.3,171,-7.35,-3.59
359.4,170.8,-7.41,-3.72
359.5,170.6,-7.49,-3.9
359.6,170.4,-7.32,-3.82
359.7,170.2,-7.3,-3.8
359.8,169.9,-7.27,-3.74
359.9,169.5,-7.37,-3.68
360,169.4,-7.35,-3.62
360.1,169.4,-7.38,-3.62
360.2,169.2,-7.38,-3.61
360.3,168.9,-7.51,-3.64
360.4,168.5,-7.62,-3.7
374.1,103.7,-8.02,-4.03
374.2,103.3,-7.88,-3.93
374.3,102.7,-7.81,-3.97
374.4,102.2,-8,-4.25
374.5,101.6,-7.85,-3.79
374.6,101,,
374.7,100.3,-8.11,-3.77
374.8,99.5,-7.8,-3.64
374.9,98.8,-8.05,-3.68
375,98.1,-8.62,-3.68
375.1,97.6,-8.43,-3.59
375.2,97,-8.37,-3.7
375.3,96.5,-8.7,-3.67
375.4,96.1,,
375.5,95.7,-8.42,-3.78
375.6,95.3,-8.06,-3.76
375.7,94.9,-8.35,-3.73
375.8,94.5,-8.38,-3.69
375.9,94.1,-8.45,-3.72
376,93.7,-8.77,-3.73
376.1,93.2,-8.81,-3.74
376.2,92.8,-8.33,-3.57
376.3,92.3,-8.68,-3.67
376.4,92,-8.44,-3.66
376.5,91.7,-8.77,-3.62
376.6,91.4,-8.7,-3.66
376.7,90.9,-8.75,-3.63
376.8,90.5,-8.58,-3.59
376.9,90.1,-8.65,-3.49
377,89.7,,
377.1,89.5,,
377.2,89.4,-8.17,-3.7
377.3,89.1,-8.34,-3.5
377.4,88.8,-8.2,-3.48
377.5,88.6,-8.43,-4.1
377.6,88.5,-8.04,-3.74
377.7,88.4,-8.03,-3.68
377.8,88.3,-8.1,-3.91
377.9,88.3,-8.03,-3.83
378,88.1,-8.01,-3.73
378.1,87.4,-8.03,-4.14
378.2,86.7,-7.85,-3.6
378.3,86.3,-8.17,-4.1
378.4,86.1,-8.22,-3.94
378.5,85.9,-8.07,-3.82
378.6,85.6,-8.18,-3.85
378.7,85.5,-8.15,-3.84
378.8,85.4,-8.16,-3.96
378.9,85.3,-8.31,-3.94
379,84.9,-8.19,-3.71
379.1,84.7,-8.1,-3.62
379.2,84.2,-8.2,-3.53
379.3,83.9,-8.21,-3.64
379.4,83.7,-8.27,-3.85
379.5,83.5,-8.29,-3.78
379.6,83.3,-8.07,-3.52
379.7,83.1,-8.09,-3.52
379.8,82.9,-8.03,-3.5
379.9,82.6,-8.13,-3.52
380,82.4,-8.05,-3.45
380.1,82.1,-8.18,-3.43
380.2,81.7,-8.17,-3.58
380.3,81.3,-8.18,-3.62
380.4,81.1,-8.26,-3.64
380.5,80.9,-8.25,-3.8
380.6,80.6,-8.09,-3.88
380.7,80.2,-8.39,-4
380.8,79.9,-8.29,-3.77
394.5,25.2,-9.03,-3.44
394.6,24.9,-8.62,-3.76
394.7,24.7,-8.45,-3.63
394.8,24.4,-8.55,-3.71
394.9,24.2,-8.58,-3.69
395,23.9,-8.43,-3.58
395.1,23.5,-8.49,-3.65
395.2,23.1,-8.5,-3.7
395.3,22.7,-8.55,-3.8
395.4,22.4,-8.46,-3.66
395.5,22,-8.38,-3.68
395.6,21.6,-8.45,-3.72
395.7,21.3,-8.44,-3.64
395.8,20.9,-8.3,-3.65
395.9,20.4,-8.29,-3.74
396,19.9,-8.25,-3.73
396.1,19.5,-8.24,-3.8
396.2,19,-8.78,-3.7
396.3,18.6,-9.59,-3.92
396.4,18.1,-8.28,-3.85
396.5,17.8,-8.17,-3.9
396.6,17.4,-8.33,-3.7
396.7,16.9,-8.49,-3.83
396.8,16.5,-8.37,-3.97
396.9,16.1,-8.72,-3.78
397,15.7,-8.63,-3.83
397.1,15.3,-9.31,-3.78
397.2,14.9,-9.35,-3.87
397.3,14.6,-9.68,-3.98
397.4,14.3,,
397.5,14,-9.61,-3.94
397.6,13.7,-9.42,-3.86
397.7,13.4,-9.25,-3.91
397.8,13.1,-9.47,-3.95
397.9,12.8,-9.44,-3.92
398,12.5,-9.56,-3.97
398.1,12.1,-9.09,-3.96
398.2,11.8,-8.93,-4.12
398.3,11.5,-8.85,-4.18
398.4,11.2,-9.58,-4.05
398.5,10.9,-8.93,-4.07
398.6,10.6,-8.99,-4.13
398.7,10.3,-9.45,-4.66
398.8,9.9,-9.13,-4.13
398.9,9.6,-9.08,-4.06
399,9.3,-9.09,-4.06
399.1,9,-9.16,-4.14
399.2,8.7,-9.32,-4.18
399.3,8.3,-9.37,-4.32
399.4,8,-9.1,-3.95
399.5,7.7,-9.1,-3.98
399.6,7.4,-9.62,-4.05
399.7,7.1,-9.35,-3.92
399.8,6.7,-9.93,-4.07
399.9,6.4,-9.77,-4.11
400,6,-9.2,-3.87
400.1,5.7,-9.09,-3.78
400.2,5.5,-9.03,-3.86
400.3,5.2,-9.09,-3.85
400.4,4.9,-9.07,-3.92
400.5,4.5,-9.31,-3.92
400.6,4.3,-9.25,-4.38
400.7,4,-9.47,-3.99
400.8,3.8,-9.45,-3.85
400.9,3.5,-9.83,-4.13
401,3.2,-9.59,-3.95
401.1,2.8,-9.73,-4.06
401.2,2.5,-9.93,-4.09
410.3,-21.4,-8.55,-3.66
410.4,-21.7,-8.66,-3.8
410.5,-22.1,-8.7,-3.8
410.6,-22.5,-8.55,-3.84
410.7,-22.8,-8.63,-4.17
410.8,-23.2,-8.48,-4.11
410.9,-23.7,-8.66,-4.44
411,-24,-8.54,-4.2
411.1,-24.4,-8.48,-4.21
411.2,-24.7,-8.64,-4.15
411.3,-25.1,-8.71,-3.88
411.4,-25.4,-8.83,-3.89
411.5,-25.8,-8.95,-3.85
411.6,-26.2,-9.12,-3.73
411.7,-26.5,-9.26,-3.77
411.8,-26.7,-9.24,-3.61
411.9,-27.1,-9.35,-3.77
412,-27.4,-9.2,-3.52
412.1,-27.7,-9.25,-3.6
412.2,-28.1,-9.25,-3.82
412.3,-28.5,-9.13,-3.73
412.4,-29,-9.18,-3.68
13.7,1931.1,-8.26,-3.54
13.8,1930.5,-8.28,-3.3
13.9,1929.9,-8.4,-3.31
14,1929.3,-8.42,-3.18
14.1,1928.7,-8.46,-3.25
14.2,1928.1,-8.52,-3.14
14.3,1927.5,-8.45,-3.2
14.4,1926.9,-8.49,-3.37
14.5,1926.3,-8.95,-4.03
14.6,1925.6,-7.72,-3.04
14.7,1925,-7.76,-3.12
